REACTIONS
ENTRY;DATABASE ID;EQUATION;Lower FLUX bound;Upper FLUX bound;Min FLUX;Max FLUX
217;rxn00838_c0;cpd00041_c0 + IMP_c0 + GTP_c0 => 2 H+_c0 + cpd00009_c0 + cpd02375_c0 + GDP_c0;0;1000;0.00733931;0.0733931
218;rxn00102_c0;H+_c0 + H2CO3_c0 <=> H2O_c0 + CO2_c0;-1000;1000;0.00432595;0.0432595
219;rxn00831_c0;H2O_c0 + IMP_c0 => cpd00009_c0 + Inosine_c0;0;1000;0;0
220;rxn00748_c0;cpd00095_c0 => cpd00009_c0 + cpd00428_c0;0;1000;0.33234;3.32447
221;rxn01352_c0;H2O_c0 + dGTP_c0 <=> cpd00277_c0 + cpd00421_c0;-1000;1000;-499.963;-0.000826444
222;rxn12634_c0;H2O_c0 + cpd11592_c0 <=> Glycine_c0 + cpd00023_c0;-1000;1000;0;0
223;rxn01457_c0;cpd00280_c0 <=> cpd00437_c0;-1000;1000;0;0
224;rxn01255_c0;cpd00932_c0 => cpd00009_c0 + cpd00216_c0;0;1000;0.017316;0.17316
225;rxn01895_c0;H+_c0 + cpd00036_c0 + cpd00461_c0 <= H2O_c0 + cpd02731_c0;-1000;-0;-0;-0
226;rxn00527_c0;cpd00024_c0 + cpd00069_c0 <=> cpd00023_c0 + cpd00868_c0;-1000;1000;-0.00157249;-0.000157249
227;rxn08804_c0;H2O_c0 + cpd15314_c0 <=> H+_c0 + cpd00908_c0 + cpd03847_c0;-1000;1000;0;0
228;rxn00966_c0;cpd00020_c0 + cpd00136_c0 <= cpd00216_c0;-1000;-0;-0.0628562;-0.00628562
229;rxn13782_c0; => cpd17041_c0;0;1000;0.0507834;0.507834
230;rxn01917_c0;ATP_c0 + cpd00477_c0 <=> ADP_c0 + cpd02552_c0;-1000;1000;0;0
231;rxn01951_c0;ATP_c0 + cpd00492_c0 <=> H+_c0 + ADP_c0 + cpd02612_c0;-1000;1000;0;0
232;rxn10236_c0;2 H+_c0 + cpd15693_c0 <=> CO2_c0 + cpd15699_c0;-1000;1000;0;0
233;rxn01509_c0;ATP_c0 + H+_c0 + dGMP_c0 <=> ADP_c0 + dGDP_c0;-1000;1000;-499.962;0
234;rxn01748_c0;H2O_c0 + cpd01092_c0 <=> cpd00388_c0;-1000;1000;-0.16138;-0.0158284
235;rxn00173_c0;cpd00009_c0 + cpd00022_c0 <=> CoA_c0 + cpd00196_c0;-1000;1000;-3.0567;-0.281949
236;rxn01145_c0;H2O_c0 + dTMP_c0 => cpd00009_c0 + cpd00184_c0;0;1000;0;0
237;rxn09201_c0;2 H+_c0 + cpd15556_c0 <=> CO2_c0 + cpd15532_c0;-1000;1000;0;0
238;rxn05574_c0;H+_e0[e] + cpd00164_e0[e] <=> H+_c0 + cpd00164_c0;-1000;1000;0;0
239;rxn05202_c0;H+_e0[e] + XAN_e0[e] <=> H+_c0 + XAN_c0;-1000;1000;-0.00319723;-2.12992e-29
240;rxn03035_c0;H2O_c0 + cpd02513_c0 <=> 2 H+_c0 + cpd00009_c0 + cpd02484_c0;-1000;1000;0;0
241;rxn11721_c0;H2O_c0 + cpd16344_c0 <=> 2 H+_c0 + CoA_c0 + cpd16341_c0;-1000;1000;0;0
242;rxn09106_c0;H2O_c0 + cpd15547_c0 => H+_c0 + cpd00009_c0 + cpd15540_c0;0;1000;0;0
243;rxn00187_c0;ATP_c0 + cpd00023_c0 + NH3_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + cpd00053_c0;0;1000;0.249979;996.364
244;rxn08850_c0;H2O_c0 + cpd15348_c0 <=> H+_c0 + cpd02090_c0 + ocdca_c0;-1000;1000;0;0
245;rxn00772_c0;ATP_c0 + cpd00105_c0 <=> H+_c0 + ADP_c0 + cpd00101_c0;-1000;1000;0;0
246;rxn09103_c0;H2O_c0 + cpd15544_c0 => H+_c0 + cpd00009_c0 + cpd15537_c0;0;1000;0;0
247;rxn02229_c0;cpd00706_c0 + Sulfite_c0 <=> cpd00020_c0 + H2S2O3_c0;-1000;1000;0;0
248;rxn08812_c0;H2O_c0 + cpd15320_c0 <=> H+_c0 + cpd02090_c0 + cpd15298_c0;-1000;1000;0;0
249;rxn05338_c0;NADP_c0 + cpd11482_c0 <=> H+_c0 + NADPH_c0 + cpd11487_c0;-1000;1000;0;0
250;rxn00627_c0;ATP_c0 + cpd00082_c0 <=> H+_c0 + ADP_c0 + cpd00802_c0;-1000;1000;0;0
251;rxn08085_c0;H+_c0 + cpd15330_c0 + cpd15294_c0 => ACP_c0 + cpd15523_c0;0;1000;0;0
252;rxn10265_c0;H2O_c0 + cpd15716_c0 => H+_c0 + cpd00009_c0 + cpd15722_c0;0;1000;0.00162223;0.0162223
253;rxn00915_c0;H+_c0 + PPi_c0 + GMP_c0 <= PRPP_c0 + Guanine_c0;-1000;-0;-0.15002;-0.00766267
254;rxn00373_c0;H+_c0 + Oxalate_c0 <=> CO2_c0 + Formate_c0;-1000;1000;0;0
255;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;-1000;1000;0;0
256;rxn01290_c0;NAD_c0 + cpd00417_c0 <=> H+_c0 + NADH_c0 + cpd00224_c0;-1000;1000;-1000;1000
257;rxn01515_c0;cpd00367_c0 + TTP_c0 <=> H+_c0 + CMP_c0 + dTDP_c0;-1000;1000;-1000;1000
258;rxn05337_c0;NADP_c0 + cpd11479_c0 <=> NADPH_c0 + cpd11486_c0;-1000;1000;0;0
259;rxn02182_c0;cpd01560_c0 <=> NH3_c0 + cpd00663_c0;-1000;1000;0;0
260;rxn02811_c0;cpd02693_c0 <=> H2O_c0 + cpd01710_c0;-1000;1000;0;0
261;rxn10258_c0;ATP_c0 + cpd15706_c0 <=> ADP_c0 + cpd15682_c0;-1000;1000;0;0
262;rxn00829_c0;ATP_c0 + cpd00841_c0 => cpd00009_c0 + ADP_c0 + CO2_c0 + cpd00113_c0;0;1000;0;0
263;rxn08847_c0;H2O_c0 + cpd15345_c0 => H+_c0 + cpd02090_c0 + cpd15298_c0;0;1000;0;0
264;rxn00572_c0;H2O_c0 + Nitrite_c0 + NADP_c0 <=> H+_c0 + NADPH_c0 + Nitrate_c0;-1000;1000;0;0.265617
265;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> CoA_c0 + cpd01844_c0;-1000;1000;0;0
266;rxn01544_c0;H+_c0 + PPi_c0 + XMP_c0 <= XAN_c0 + PRPP_c0;-1000;-0;-0.0733931;-0
267;rxn11719_c0;H2O_c0 + cpd16343_c0 <=> H+_c0 + CoA_c0 + cpd05196_c0;-1000;1000;0;0
268;rxn00711_c0;H+_c0 + PPi_c0 + UMP_c0 <= Uracil_c0 + PRPP_c0;-1000;-0;-999.947;-0
269;rxn08299_c0;ATP_c0 + cpd15311_c0 <=> ADP_c0 + cpd15526_c0;-1000;1000;0;0
270;rxn00795_c0;H2O_c0 + cpd03293_c0 <=> BIOT_c0 + cpd00039_c0;-1000;1000;0;0
271;rxn10215_c0;cpd15672_c0 + fa12coa_c0 => H+_c0 + CoA_c0 + cpd15678_c0;0;1000;0.00216298;0.0216298
272;rxn02402_c0;CO2_c0 + PPi_c0 + cpd00873_c0 <= H+_c0 + PRPP_c0 + cpd02333_c0;-1000;-0;-0.00314498;-0.000314498
273;rxn00010_c0;H+_c0 + 2 cpd00040_c0 => CO2_c0 + cpd00843_c0;0;1000;0;0
274;rxn05673_c0;H+_e0[e] + cpd00280_e0[e] <=> H+_c0 + cpd00280_c0;-1000;1000;0;0
275;rxn12845_c0;H2O_c0 + Gly-Leu_c0 <=> Glycine_c0 + cpd00107_c0;-1000;1000;0;0
276;rxn08820_c0;H2O_c0 + cpd15355_c0 <=> 2 H+_c0 + cpd00080_c0 + cpd00214_c0;-1000;1000;0;0
277;rxn08126_c0;Maltose_c0 + cpd01262_c0 <=> cpd00027_c0 + cpd01399_c0;-1000;1000;0;0
278;rxn00497_c0;H+_c0 + cpd00066_c0 => CO2_c0 + cpd03161_c0;0;1000;0;0
279;rxn00137_c0;H2O_c0 + cpd00045_c0 => cpd00009_c0 + AMP_c0;0;1000;0;0
280;rxn00611_c0;NAD_c0 + cpd00080_c0 <=> H+_c0 + NADH_c0 + cpd00095_c0;-1000;1000;-0.0973339;-0.00973339
281;rxn12640_c0;H2O_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;-1000;1000;0;0
282;rxn08438_c0;H2O_c0 + cpd11470_c0 <=> H+_c0 + ACP_c0 + cpd03846_c0;-1000;1000;0;0
283;rxn04938_c0;NADP_c0 + cpd09879_c0 <=> H+_c0 + NADPH_c0 + cpd00759_c0;-1000;1000;0;0
284;rxn02411_c0;cpd02599_c0 => NH3_c0 + cpd02361_c0;0;1000;0;0
285;rxn00650_c0;H2O_c0 + Cys-Gly_c0 <=> Glycine_c0 + cpd00084_c0;-1000;1000;-0.00157249;-0.000157249
286;rxn03167_c0;3 H2O_c0 + cpd02978_c0 => 3 H+_c0 + 3 cpd00009_c0 + cpd02961_c0;0;1000;0.000471748;0.00471748
287;rxn04604_c0;H2O_c0 + cpd09255_c0 => H+_c0 + cpd00106_c0 + cpd00461_c0;0;1000;0;0
288;rxn02843_c0;cpd00070_c0 + cpd01801_c0 <=> CoA_c0 + cpd02583_c0;-1000;1000;0;0
289;rxn08846_c0;H2O_c0 + cpd15344_c0 <=> H+_c0 + cpd02090_c0 + cpd03847_c0;-1000;1000;0;0
290;rxn10235_c0;2 H+_c0 + cpd15692_c0 <=> CO2_c0 + cpd15698_c0;-1000;1000;0;0
291;rxn12633_c0;H2O_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;-1000;1000;0;0
292;rxn00552_c0;H2O_c0 + cpd00288_c0 => NH3_c0 + cpd00072_c0;0;1000;0;996.114
293;rxn04278_c0;H2O_c0 + cpd08746_c0 <=> 2 H+_c0 + CoA_c0 + cpd08747_c0;-1000;1000;0;0
294;rxn10160_c0;H+_e0[e] + cpd00653_e0[e] <=> H+_c0 + cpd00653_c0;-1000;1000;0;0
295;rxn00775_c0;H2O_c0 + cpd00251_c0 => 2 H+_c0 + AMP_c0 + cpd00101_c0;0;1000;0;0
296;rxn10571_c0;ATP_c0 + H2O_c0 + Mg_e0[e] => H+_c0 + cpd00009_c0 + ADP_c0 + Mg_c0;0;1000;0;996.114
297;rxn11040_c0;NAD_c0 + cpd00284_c0 <=> CO2_c0 + NADH_c0 + cpd00171_c0;-1000;1000;-999.771;2.53224
298;rxn03842_c0;H2O_c0 + cpd01419_c0 <=> NH3_c0 + cpd00465_c0;-1000;1000;-0.16138;-0.0158284
299;rxn08803_c0;H2O_c0 + cpd15313_c0 <=> H+_c0 + cpd00908_c0 + ddca_c0;-1000;1000;0;0
300;rxn01053_c0;H2O_c0 + NAD_c0 + cpd00334_c0 <=> 2 H+_c0 + NADH_c0 + cpd00159_c0;-1000;1000;0.298368;2.98497
301;rxn07879_c0;cpd02849_c0 <=> Acetate_c0 + cpd15170_c0;-1000;1000;0;0
302;rxn06062_c0;H2O_c0 + cpd12064_c0 <=> H+_c0 + cpd00266_c0 + cpd00049_c0;-1000;1000;0;0
303;rxn03422_c0;H2O_c0 + NAD_c0 + cpd03526_c0 <=> 2 H+_c0 + NADH_c0 + cpd03525_c0;-1000;1000;-0.125281;-0.0125281
304;rxn08089_c0;H+_c0 + cpd15328_c0 + cpd11825_c0 => ACP_c0 + cpd15527_c0;0;1000;0;0
305;rxn01814_c0;3 H+_c0 + 3 cpd00070_c0 + cpd00422_c0 <=> 4 CoA_c0 + 4 CO2_c0 + cpd01203_c0;-1000;1000;0;0
306;rxn10269_c0;H2O_c0 + cpd15720_c0 => H+_c0 + cpd00009_c0 + cpd15726_c0;0;1000;0;0
307;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;-1000;1000;0.000755587;0.00755587
308;rxn00428_c0;H2O_c0 + cpd01530_c0 <=> 2 H+_c0 + cpd00055_c0 + 2 Cl-_c0;-1000;1000;0;0
309;rxn10253_c0;ATP_c0 + cpd15701_c0 <=> ADP_c0 + cpd15677_c0;-1000;1000;0;0
310;rxn02792_c0;H+_c0 + cpd00023_c0 + cpd01651_c0 => H2O_c0 + CO2_c0 + cpd03646_c0;0;1000;0;0
311;rxn00469_c0;H2O_c0 + cpd00342_c0 <=> Acetate_c0 + cpd00064_c0;-1000;1000;0;0
312;rxn10266_c0;H2O_c0 + cpd15717_c0 => H+_c0 + cpd00009_c0 + cpd15723_c0;0;1000;0.00162223;0.0162223
313;rxn02795_c0;H2O_c0 + cpd03247_c0 <=> Glycine_c0 + cpd01663_c0;-1000;1000;0;0
314;rxn02939_c0;NAD_c0 + cpd02147_c0 <=> H+_c0 + NADH_c0 + cpd03606_c0;-1000;1000;0;0
315;rxn09200_c0;2 H+_c0 + cpd15555_c0 <=> CO2_c0 + cpd15531_c0;-1000;1000;0;0
316;rxn11722_c0;H2O_c0 + cpd16345_c0 <=> 2 H+_c0 + CoA_c0 + cpd05231_c0;-1000;1000;0;0
317;rxn01025_c0;H+_c0 + H2O_c0 + cpd01587_c0 => NH3_c0 + Thymine_c0;0;1000;0;0
318;rxn08851_c0;H2O_c0 + cpd15349_c0 <=> H+_c0 + cpd15269_c0 + cpd02090_c0;-1000;1000;0;0
319;rxn09102_c0;H2O_c0 + cpd15543_c0 => H+_c0 + cpd00009_c0 + cpd15536_c0;0;1000;0;0
320;rxn01754_c0;ATP_c0 + Phycite_c0 <=> ADP_c0 + cpd02203_c0;-1000;1000;0;0
321;rxn01390_c0;ATP_c0 + cpd00261_c0 <=> H+_c0 + ADP_c0 + cpd03861_c0;-1000;1000;0;0
322;rxn02475_c0;H+_c0 + H2O_c0 + cpd00957_c0 => NH3_c0 + cpd00931_c0;0;1000;0.000314498;0.00314498
323;rxn00575_c0;H2O_c0 + Sucrose_c0 => cpd00027_c0 + cpd00082_c0;0;1000;0;0
324;rxn05339_c0;NADP_c0 + cpd11478_c0 <=> NADPH_c0 + cpd11488_c0;-1000;1000;0;0
325;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> UDP_c0 + cpd02518_c0;-1000;1000;0;0
326;rxn06252_c0;NAD_c0 + Alditol_c0 <=> H+_c0 + NADH_c0 + Aldose_c0;-1000;1000;-1000;1000
327;rxn04132_c0;H2O_c0 + cpd08625_c0 => H+_c0 + CO2_c0 + cpd01567_c0;0;1000;0;0
328;rxn08813_c0;H2O_c0 + cpd15321_c0 <=> H+_c0 + cpd00214_c0 + cpd02090_c0;-1000;1000;0;0
329;rxn05602_c0;H+_e0[e] + cpd00159_e0[e] <=> H+_c0 + cpd00159_c0;-1000;1000;-2.98428;-0.298299
330;rxn00124_c0;ATP_c0 + cpd00215_c0 <=> H+_c0 + ADP_c0 + cpd00016_c0;-1000;1000;-0.0254025;-0.00254025
331;rxn10219_c0;cpd15676_c0 + fa6coa_c0 => H+_c0 + CoA_c0 + cpd15682_c0;0;1000;0;0
332;rxn11801_c0;H2O_c0 + cpd16448_c0 <=> 2 H+_c0 + CoA_c0 + cpd16347_c0;-1000;1000;0;0
333;rxn01439_c0;ATP_c0 + GLUM_c0 <=> H+_c0 + ADP_c0 + cpd00288_c0;-1000;1000;0;0
334;rxn01476_c0;H2O_c0 + cpd00911_c0 => H+_c0 + cpd00284_c0;0;1000;0.493649;4.93653
335;rxn00205_c0;2 GSH_c0 + H2O2_c0 => 2 H2O_c0 + cpd00111_c0;0;1000;0;0
336;rxn02576_c0;ATP_c0 + cpd01085_c0 <=> H+_c0 + ADP_c0 + cpd01684_c0;-1000;1000;0;0
337;rxn02789_c0;cpd01646_c0 <=> H2O_c0 + cpd01710_c0;-1000;1000;0;0
338;rxn01370_c0;Uridine_c0 + dGTP_c0 <=> H+_c0 + UMP_c0 + dGDP_c0;-1000;1000;-1000;1000
339;rxn02102_c0;NAD_c0 + cpd00465_c0 <=> H+_c0 + NADH_c0 + cpd00596_c0;-1000;1000;-1000;1000
340;rxn10257_c0;ATP_c0 + cpd15705_c0 <=> ADP_c0 + cpd15681_c0;-1000;1000;0;0
341;rxn12510_c0;ATP_c0 + PAN_c0 <=> H+_c0 + ADP_c0 + cpd02201_c0;-1000;1000;0.000314498;0.00314498
342;rxn08943_c0;cpd00009_c0 + cpd15494_c0 <=> cpd00089_c0 + cpd01329_c0;-1000;1000;-1000;1000
343;rxn05342_c0;NADP_c0 + HMA_c0 <=> NADPH_c0 + cpd11491_c0;-1000;1000;0;0
344;rxn00407_c0;H+_c0 + H2O_c0 + CTP_c0 => NH3_c0 + UTP_c0;0;1000;0;498.057
345;rxn00529_c0;H+_c0 + cpd00069_c0 => CO2_c0 + cpd00374_c0;0;1000;0;0
346;rxn02405_c0;KDO_c0 + CTP_c0 => H+_c0 + PPi_c0 + CMP-KDO_c0;0;1000;0.00381037;0.0381037
347;rxn01986_c0;cpd00509_c0 <=> cpd00510_c0;-1000;1000;0;0
348;rxn00602_c0;cpd00891_c0 <=> cpd00078_c0;-1000;1000;0;0
349;rxn00065_c0;ATP_c0 => H+_c0 + PPi_c0 + cAMP_c0;0;1000;0;0
350;rxn00365_c0;ATP_c0 + cpd00367_c0 <=> H+_c0 + ADP_c0 + CMP_c0;-1000;1000;-1000;1000
351;rxn02321_c0;cpd00808_c0 <=> cpd02100_c0;-1000;1000;0;0
352;rxn01672_c0;H+_c0 + H2O_c0 + dCTP_c0 => NH3_c0 + dUTP_c0;0;1000;0;999.999
353;rxn02263_c0;cpd00751_c0 <=> cpd01186_c0;-1000;1000;0;0
354;rxn03378_c0;H2O_c0 + cpd03393_c0 <=> cpd00182_c0 + cpd03397_c0;-1000;1000;0;0
355;rxn02130_c0;H2O_c0 + cpd00620_c0 <=> PAN_c0 + cpd01160_c0;-1000;1000;0;0
356;rxn01122_c0;cpd00608_c0 => H2O_c0 + cpd00176_c0;0;1000;0;0
357;rxn00368_c0;cpd00367_c0 + UTP_c0 <=> H+_c0 + CMP_c0 + UDP_c0;-1000;1000;-1000;999.981
358;rxn01537_c0;H2O_c0 + Thiamin_c0 => H+_c0 + cpd00939_c0 + cpd02636_c0;0;1000;0;0
359;rxn04603_c0;O2_c0 + cpd09254_c0 => H+_c0 + cpd09255_c0;0;1000;0;0
360;rxn03047_c0;ATP_c0 + cpd02524_c0 <=> H+_c0 + ADP_c0 + cpd02666_c0;-1000;1000;0;0
361;rxn00559_c0;cpd00235_c0 <=> cpd00072_c0;-1000;1000;0;0
362;rxn08848_c0;H2O_c0 + cpd15346_c0 <=> H+_c0 + cpd00214_c0 + cpd02090_c0;-1000;1000;0;0
363;rxn08840_c0;H2O_c0 + cpd15338_c0 => H+_c0 + cpd00908_c0 + cpd15298_c0;0;1000;0;0
364;rxn03923_c0;cpd00009_c0 + cpd00460_c0 <=> cpd00196_c0 + Sulfite_c0;-1000;1000;0;0
365;rxn06577_c0;NAD_c0 + cpd11953_c0 <=> H+_c0 + cpd00133_c0 + cpd12522_c0;-1000;1000;0;0
366;rxn01987_c0;H+_c0 + ADP_c0 + cpd00510_c0 <=> ATP_c0 + cpd01242_c0;-1000;1000;0;0
367;rxn03538_c0;cpd03920_c0 + cpd03423_c0 <=> H+_c0 + GMP_c0 + cpd00166_c0;-1000;1000;0.000157249;0.00157249
368;rxn01213_c0;cpd00113_c0 + DMAPP_c0 => H+_c0 + PPi_c0 + cpd00283_c0;0;1000;0.00174187;0.0174187
369;rxn00459_c0;cpd00482_c0 <=> H2O_c0 + cpd00061_c0;-1000;1000;0;0
370;rxn02085_c0;H+_c0 + cpd02311_c0 <=> H2O_c0 + cpd00581_c0;-1000;1000;0.00402528;0.0402528
371;rxn02318_c0;cpd00818_c0 <=> cpd00805_c0;-1000;1000;0;0
372;rxn08806_c0;H2O_c0 + cpd15316_c0 <=> H+_c0 + cpd00908_c0 + cpd00214_c0;-1000;1000;0;0
373;rxn05195_c0;ATP_c0 + H2O_c0 + fe3_e0[e] => H+_c0 + cpd00009_c0 + ADP_c0 + fe3_c0;0;1000;0.000628997;0.00628997
374;rxn10234_c0;2 H+_c0 + cpd15691_c0 <=> CO2_c0 + cpd15697_c0;-1000;1000;0;0
375;rxn01366_c0;cpd00009_c0 + Uridine_c0 <=> Uracil_c0 + cpd00475_c0;-1000;1000;0.0251275;999.972
376;rxn00461_c0;cpd00061_c0 + cpd00037_c0 <=> cpd00009_c0 + cpd02820_c0;-1000;1000;0.00127012;0.0127012
377;rxn00181_c0;ATP_c0 + H+_c0 + cpd00023_c0 <=> ADP_c0 + cpd03413_c0;-1000;1000;0;0
378;rxn00669_c0;ATP_c0 + CoA_c0 + cpd00141_c0 <=> cpd00009_c0 + ADP_c0 + cpd00086_c0;-1000;1000;-997.788;1000
379;rxn11760_c0;ATP_c0 + cpd16437_c0 <=> ADP_c0 + cpd16438_c0;-1000;1000;0;0
380;rxn00858_c0;H2O_c0 + cpd00152_c0 => Urea_c0 + cpd00118_c0;0;1000;0;0
381;rxn03136_c0;SAICAR_c0 <=> H+_c0 + cpd00106_c0 + AICAR_c0;-1000;1000;0;0
382;rxn01043_c0;NADP_c0 + Xylitol_c0 <=> H+_c0 + NADPH_c0 + Xylose_c0;-1000;1000;0;0
383;rxn12052_c0;ROOH_c0 + TSH_c0 <=> H2O_c0 + TSST_c0 + ROH_c0;-1000;1000;0;0
384;rxn05287_c0;cpd00113_c0 + cpd00289_c0 => H+_c0 + PPi_c0 + pendp_c0;0;1000;0.000471748;0.00471748
385;rxn11727_c0;H2O_c0 + cpd14899_c0 <=> 2 H+_c0 + CoA_c0 + ETA_c0;-1000;1000;0;0
386;rxn09101_c0;H2O_c0 + cpd15542_c0 => H+_c0 + cpd00009_c0 + cpd15535_c0;0;1000;0;0
387;rxn08088_c0;2 H+_c0 + cpd15329_c0 + cpd15268_c0 => ACP_c0 + cpd15526_c0;0;1000;0;0
388;rxn08810_c0;H2O_c0 + cpd15318_c0 <=> H+_c0 + ddca_c0 + cpd02090_c0;-1000;1000;0;0
389;rxn03541_c0;cpd03917_c0 + cpd02039_c0 <=> H2O_c0 + cpd03918_c0;-1000;1000;0;0
390;rxn00350_c0;GSH_c0 + H2O_c0 <=> cpd00023_c0 + Cys-Gly_c0;-1000;1000;-0.00157249;-0.000157249
391;rxn08087_c0;H+_c0 + cpd15326_c0 + cpd15239_c0 => ACP_c0 + cpd15525_c0;0;1000;9.54098e-18;9.54098e-18
392;rxn01115_c0;NADP_c0 + cpd00284_c0 => CO2_c0 + cpd00171_c0 + NADPH_c0;0;1000;0;1000
393;rxn08818_c0;H2O_c0 + cpd15363_c0 <=> 2 H+_c0 + cpd00080_c0 + cpd03847_c0;-1000;1000;0;0
394;rxn10267_c0;H2O_c0 + cpd15718_c0 => H+_c0 + cpd00009_c0 + cpd15724_c0;0;1000;0;0
395;rxn01128_c0;cpd00367_c0 + dATP_c0 <=> H+_c0 + CMP_c0 + dADP_c0;-1000;1000;-1000;1000
396;rxn01396_c0;ATP_c0 + cpd00263_c0 <=> H+_c0 + ADP_c0 + cpd00478_c0;-1000;1000;0;0
397;rxn01961_c0;H2O_c0 + XMP_c0 => cpd00009_c0 + cpd01217_c0;0;1000;0;0
398;rxn01517_c0;ATP_c0 + H+_c0 + dUMP_c0 <=> ADP_c0 + dUDP_c0;-1000;1000;-999.999;0
399;rxn01807_c0;ATP_c0 + PM_c0 <=> H+_c0 + ADP_c0 + cpd00493_c0;-1000;1000;0.00254025;0.0254025
400;rxn01049_c0;ATP_c0 + CELB_c0 <=> H+_c0 + ADP_c0 + cpd02760_c0;-1000;1000;0;0
401;rxn01840_c0;H2O_c0 + NAD_c0 + cpd00464_c0 <=> H+_c0 + NADH_c0 + PACT_c0;-1000;1000;0;0
402;rxn03060_c0;cpd01501_c0 <=> H2O_c0 + cpd02597_c0;-1000;1000;0;0
403;rxn00866_c0;H+_c0 + cpd00119_c0 <=> CO2_c0 + cpd00312_c0;-1000;1000;0;0
404;rxn04954_c0;NAD_c0 + cpd00345_c0 <=> H+_c0 + NADH_c0 + cpd00125_c0;-1000;1000;-1000;999.992
405;rxn06253_c0;NADP_c0 + Alditol_c0 <=> H+_c0 + NADPH_c0 + Aldose_c0;-1000;1000;-1000;1000
406;rxn00713_c0;Uridine_c0 + GTP_c0 <=> H+_c0 + UMP_c0 + GDP_c0;-1000;1000;-1000;999.984
407;rxn10218_c0;fa4coa_c0 + cpd15675_c0 => H+_c0 + CoA_c0 + cpd15681_c0;0;1000;0;0
408;rxn08258_c0;cpd15440_c0 <=> H2O_c0 + cpd15441_c0;-1000;1000;0;0
409;rxn00903_c0;cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0;-1000;1000;-0.178876;-0.0178876
410;rxn00980_c0;H2O_c0 + cpd00727_c0 => cpd00009_c0 + cpd00139_c0;0;1000;0;0
411;rxn01216_c0;H+_c0 + cpd00203_c0 <=> DPG_c0;-1000;1000;0;0
412;rxn02213_c0;cpd00699_c0 => H2O_c0 + cpd01716_c0;0;1000;0.017316;0.17316
413;rxn03892_c0;cpd00113_c0 + pendp_c0 => H+_c0 + PPi_c0 + cpd00906_c0;0;1000;0.000471748;0.00471748
414;rxn03871_c0;H2O_c0 + cpd06705_c0 <=> 2 H+_c0 + cpd00782_c0;-1000;1000;0;0
415;rxn01127_c0;ATP_c0 + H+_c0 + dAMP_c0 <=> ADP_c0 + dADP_c0;-1000;1000;0;0
416;rxn00615_c0;ATP_c0 + cpd00100_c0 <=> H+_c0 + ADP_c0 + cpd00080_c0;-1000;1000;2.68882e-17;2.68882e-17
417;rxn06160_c0;Retinol_c0 + cpd11611_c0 <=> H+_c0 + CoA_c0 + cpd12018_c0;-1000;1000;0;0
418;rxn05341_c0;NADP_c0 + cpd11483_c0 <=> H+_c0 + NADPH_c0 + cpd11490_c0;-1000;1000;0;0
419;rxn01879_c0;NADP_c0 + cpd00453_c0 <=> H+_c0 + NADPH_c0 + cpd03571_c0;-1000;1000;-0.339717;-0.0339717
420;rxn00291_c0;H2O_c0 + cpd03525_c0 <=> cpd00023_c0 + cpd00036_c0;-1000;1000;-0.125281;-0.0125281
421;rxn06870_c0;cpd12044_c0 <=> cpd12868_c0;-1000;1000;0;0
422;rxn00743_c0;H2O_c0 + cpd00095_c0 => cpd00009_c0 + cpd00157_c0;0;1000;0;0
423;rxn01265_c0;PPi_c0 + cpd00873_c0 <=> PRPP_c0 + Niacin_c0;-1000;1000;-0.00157249;-0.000157249
424;rxn00874_c0;cpd00022_c0 + cpd00120_c0 <=> CoA_c0 + cpd03123_c0;-1000;1000;0;0
425;rxn00834_c0;H2O_c0 + NAD_c0 + IMP_c0 <=> H+_c0 + NADH_c0 + XMP_c0;-1000;1000;-0.0733931;0
426;rxn00704_c0;cpd00089_c0 <=> cpd00079_c0;-1000;1000;3.87979;999.994
427;rxn05627_c0;H+_e0[e] + Nitrate_e0[e] <=> H+_c0 + Nitrate_c0;-1000;1000;-0.265617;0
428;rxn12642_c0;H2O_c0 + Ala-His_c0 <=> cpd00035_c0 + cpd00119_c0;-1000;1000;0;0
429;rxn08433_c0;H2O_c0 + cpd11474_c0 <=> H+_c0 + ACP_c0 + cpd01107_c0;-1000;1000;0;0
430;rxn01510_c0;cpd00367_c0 + dGTP_c0 <=> H+_c0 + CMP_c0 + dGDP_c0;-1000;1000;-1000;1000
431;rxn01499_c0;H+_c0 + L-Dopa_c0 <=> CO2_c0 + cpd02357_c0;-1000;1000;0;0
432;rxn10806_c0;2 H+_c0 + 0.5 O2_c0 + cpd15499_c0 => H2O_c0 + 2 H+_e0[e] + cpd15500_c0;0;1000;0.000157249;0.00157249
433;rxn01101_c0;NAD_c0 + cpd00169_c0 <=> H+_c0 + NADH_c0 + cpd02069_c0;-1000;1000;0;0
