Variable index;Variable type;Variable ID;Variable name;Variable data;Upper bound;Lower bound;Max;Min
421;FLUX;rxn08085_c0;rxn08085_c0;cpd00067_c0 + cpd15330_c0 + cpd15294_c0 => cpd11493_c0 + cpd15523_c0;1000;0;0;0
422;FLUX;rxn10265_c0;rxn10265_c0;cpd00001_c0 + cpd15716_c0 => cpd00067_c0 + cpd00009_c0 + cpd15722_c0;1000;0;0.0162223;0.00162223
423;REVERSE_FLUX;rxn00915_c0;rxn00915_c0;cpd00067_c0 + cpd00012_c0 + cpd00126_c0 <= cpd00103_c0 + cpd00207_c0;1000;0;0.15002;0.00766267
424;FORWARD_FLUX;rxn00373_c0;rxn00373_c0;cpd00067_c0 + cpd00180_c0 <=> cpd00011_c0 + cpd00047_c0;1000;0;0;0
425;REVERSE_FLUX;rxn00373_c0;rxn00373_c0;cpd00067_c0 + cpd00180_c0 <=> cpd00011_c0 + cpd00047_c0;1000;0;0;0
426;FORWARD_FLUX;rxn01967_c0;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;1000;0;0;0
427;REVERSE_FLUX;rxn01967_c0;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;1000;0;0;0
428;FORWARD_FLUX;rxn01290_c0;rxn01290_c0;cpd00003_c0 + cpd00417_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00224_c0;1000;0;1000;0
429;REVERSE_FLUX;rxn01290_c0;rxn01290_c0;cpd00003_c0 + cpd00417_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00224_c0;1000;0;1000;0
430;FORWARD_FLUX;rxn01515_c0;rxn01515_c0;cpd00367_c0 + cpd00357_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00297_c0;1000;0;1000;0
431;REVERSE_FLUX;rxn01515_c0;rxn01515_c0;cpd00367_c0 + cpd00357_c0 <=> cpd00067_c0 + cpd00046_c0 + cpd00297_c0;1000;0;1000;0
432;FORWARD_FLUX;rxn05337_c0;rxn05337_c0;cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0;1000;0;0;0
433;REVERSE_FLUX;rxn05337_c0;rxn05337_c0;cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0;1000;0;0;0
434;FORWARD_FLUX;rxn02182_c0;rxn02182_c0;cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0;1000;0;0;0
435;REVERSE_FLUX;rxn02182_c0;rxn02182_c0;cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0;1000;0;0;0
436;FORWARD_FLUX;rxn02811_c0;rxn02811_c0;cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0;0
437;REVERSE_FLUX;rxn02811_c0;rxn02811_c0;cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0;0
438;FORWARD_FLUX;rxn10258_c0;rxn10258_c0;cpd00002_c0 + cpd15706_c0 <=> cpd00008_c0 + cpd15682_c0;1000;0;0;0
439;REVERSE_FLUX;rxn10258_c0;rxn10258_c0;cpd00002_c0 + cpd15706_c0 <=> cpd00008_c0 + cpd15682_c0;1000;0;0;0
440;FLUX;rxn00829_c0;rxn00829_c0;cpd00002_c0 + cpd00841_c0 => cpd00009_c0 + cpd00008_c0 + cpd00011_c0 + cpd00113_c0;1000;0;0;0
441;FLUX;rxn08847_c0;rxn08847_c0;cpd00001_c0 + cpd15345_c0 => cpd00067_c0 + cpd02090_c0 + cpd15298_c0;1000;0;0;0
442;FORWARD_FLUX;rxn00572_c0;rxn00572_c0;cpd00001_c0 + cpd00075_c0 + cpd00006_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00209_c0;1000;0;0.265617;0
443;REVERSE_FLUX;rxn00572_c0;rxn00572_c0;cpd00001_c0 + cpd00075_c0 + cpd00006_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00209_c0;1000;0;0;0
444;FORWARD_FLUX;rxn00670_c0;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0;1000;0;0;0
445;REVERSE_FLUX;rxn00670_c0;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0;1000;0;0;0
446;REVERSE_FLUX;rxn01544_c0;rxn01544_c0;cpd00067_c0 + cpd00012_c0 + cpd00497_c0 <= cpd00309_c0 + cpd00103_c0;1000;0;0.0733931;0
447;FORWARD_FLUX;rxn11719_c0;rxn11719_c0;cpd00001_c0 + cpd16343_c0 <=> cpd00067_c0 + cpd00010_c0 + cpd05196_c0;1000;0;0;0
448;REVERSE_FLUX;rxn11719_c0;rxn11719_c0;cpd00001_c0 + cpd16343_c0 <=> cpd00067_c0 + cpd00010_c0 + cpd05196_c0;1000;0;0;0
449;REVERSE_FLUX;rxn00711_c0;rxn00711_c0;cpd00067_c0 + cpd00012_c0 + cpd00091_c0 <= cpd00092_c0 + cpd00103_c0;1000;0;999.947;0
450;FORWARD_FLUX;rxn08299_c0;rxn08299_c0;cpd00002_c0 + cpd15311_c0 <=> cpd00008_c0 + cpd15526_c0;1000;0;0;0
451;REVERSE_FLUX;rxn08299_c0;rxn08299_c0;cpd00002_c0 + cpd15311_c0 <=> cpd00008_c0 + cpd15526_c0;1000;0;0;0
452;FORWARD_FLUX;rxn00795_c0;rxn00795_c0;cpd00001_c0 + cpd03293_c0 <=> cpd00104_c0 + cpd00039_c0;1000;0;0;0
453;REVERSE_FLUX;rxn00795_c0;rxn00795_c0;cpd00001_c0 + cpd03293_c0 <=> cpd00104_c0 + cpd00039_c0;1000;0;0;0
454;FLUX;rxn10215_c0;rxn10215_c0;cpd15672_c0 + cpd11434_c0 => cpd00067_c0 + cpd00010_c0 + cpd15678_c0;1000;0;0.0216298;0.00216298
455;REVERSE_FLUX;rxn02402_c0;rxn02402_c0;cpd00011_c0 + cpd00012_c0 + cpd00873_c0 <= cpd00067_c0 + cpd00103_c0 + cpd02333_c0;1000;0;0.00314498;0.000314498
456;FLUX;rxn00010_c0;rxn00010_c0;cpd00067_c0 + 2 cpd00040_c0 => cpd00011_c0 + cpd00843_c0;1000;0;0;0
457;FORWARD_FLUX;rxn05673_c0;rxn05673_c0;cpd00067_e0[e] + cpd00280_e0[e] <=> cpd00067_c0 + cpd00280_c0;1000;0;0;0
458;REVERSE_FLUX;rxn05673_c0;rxn05673_c0;cpd00067_e0[e] + cpd00280_e0[e] <=> cpd00067_c0 + cpd00280_c0;1000;0;0;0
459;FORWARD_FLUX;rxn12845_c0;rxn12845_c0;cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0;1000;0;0;0
460;REVERSE_FLUX;rxn12845_c0;rxn12845_c0;cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0;1000;0;0;0
461;FORWARD_FLUX;rxn08820_c0;rxn08820_c0;cpd00001_c0 + cpd15355_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd00214_c0;1000;0;0;0
462;REVERSE_FLUX;rxn08820_c0;rxn08820_c0;cpd00001_c0 + cpd15355_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd00214_c0;1000;0;0;0
463;FORWARD_FLUX;rxn08126_c0;rxn08126_c0;cpd00179_c0 + cpd01262_c0 <=> cpd00027_c0 + cpd01399_c0;1000;0;0;0
464;REVERSE_FLUX;rxn08126_c0;rxn08126_c0;cpd00179_c0 + cpd01262_c0 <=> cpd00027_c0 + cpd01399_c0;1000;0;0;0
465;FLUX;rxn00497_c0;rxn00497_c0;cpd00067_c0 + cpd00066_c0 => cpd00011_c0 + cpd03161_c0;1000;0;0;0
466;FLUX;rxn00137_c0;rxn00137_c0;cpd00001_c0 + cpd00045_c0 => cpd00009_c0 + cpd00018_c0;1000;0;0;0
467;FORWARD_FLUX;rxn00611_c0;rxn00611_c0;cpd00003_c0 + cpd00080_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00095_c0;1000;0;0;0
468;REVERSE_FLUX;rxn00611_c0;rxn00611_c0;cpd00003_c0 + cpd00080_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00095_c0;1000;0;0.0973339;0.00973339
469;FORWARD_FLUX;rxn12640_c0;rxn12640_c0;cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;1000;0;0;0
470;REVERSE_FLUX;rxn12640_c0;rxn12640_c0;cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;1000;0;0;0
471;FORWARD_FLUX;rxn08438_c0;rxn08438_c0;cpd00001_c0 + cpd11470_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd03846_c0;1000;0;0;0
472;REVERSE_FLUX;rxn08438_c0;rxn08438_c0;cpd00001_c0 + cpd11470_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd03846_c0;1000;0;0;0
473;FORWARD_FLUX;rxn04938_c0;rxn04938_c0;cpd00006_c0 + cpd09879_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00759_c0;1000;0;0;0
474;REVERSE_FLUX;rxn04938_c0;rxn04938_c0;cpd00006_c0 + cpd09879_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00759_c0;1000;0;0;0
475;FLUX;rxn02411_c0;rxn02411_c0;cpd02599_c0 => cpd00013_c0 + cpd02361_c0;1000;0;0;0
476;FORWARD_FLUX;rxn00650_c0;rxn00650_c0;cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0;1000;0;0;0
477;REVERSE_FLUX;rxn00650_c0;rxn00650_c0;cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0;1000;0;0.00157249;0.000157249
478;FLUX;rxn03167_c0;rxn03167_c0;3 cpd00001_c0 + cpd02978_c0 => 3 cpd00067_c0 + 3 cpd00009_c0 + cpd02961_c0;1000;0;0.00471748;0.000471748
479;FLUX;rxn04604_c0;rxn04604_c0;cpd00001_c0 + cpd09255_c0 => cpd00067_c0 + cpd00106_c0 + cpd00461_c0;1000;0;0;0
480;FORWARD_FLUX;rxn02843_c0;rxn02843_c0;cpd00070_c0 + cpd01801_c0 <=> cpd00010_c0 + cpd02583_c0;1000;0;0;0
481;REVERSE_FLUX;rxn02843_c0;rxn02843_c0;cpd00070_c0 + cpd01801_c0 <=> cpd00010_c0 + cpd02583_c0;1000;0;0;0
482;FORWARD_FLUX;rxn08846_c0;rxn08846_c0;cpd00001_c0 + cpd15344_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0;1000;0;0;0
483;REVERSE_FLUX;rxn08846_c0;rxn08846_c0;cpd00001_c0 + cpd15344_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0;1000;0;0;0
484;FORWARD_FLUX;rxn10235_c0;rxn10235_c0;2 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0;1000;0;0;0
485;REVERSE_FLUX;rxn10235_c0;rxn10235_c0;2 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0;1000;0;0;0
486;FORWARD_FLUX;rxn12633_c0;rxn12633_c0;cpd00001_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;1000;0;0;0
487;REVERSE_FLUX;rxn12633_c0;rxn12633_c0;cpd00001_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;1000;0;0;0
488;FLUX;rxn00552_c0;rxn00552_c0;cpd00001_c0 + cpd00288_c0 => cpd00013_c0 + cpd00072_c0;1000;0;996.114;0
489;FORWARD_FLUX;rxn04278_c0;rxn04278_c0;cpd00001_c0 + cpd08746_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd08747_c0;1000;0;0;0
490;REVERSE_FLUX;rxn04278_c0;rxn04278_c0;cpd00001_c0 + cpd08746_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd08747_c0;1000;0;0;0
491;FORWARD_FLUX;rxn10160_c0;rxn10160_c0;cpd00067_e0[e] + cpd00653_e0[e] <=> cpd00067_c0 + cpd00653_c0;1000;0;0;0
492;REVERSE_FLUX;rxn10160_c0;rxn10160_c0;cpd00067_e0[e] + cpd00653_e0[e] <=> cpd00067_c0 + cpd00653_c0;1000;0;0;0
493;FLUX;rxn00775_c0;rxn00775_c0;cpd00001_c0 + cpd00251_c0 => 2 cpd00067_c0 + cpd00018_c0 + cpd00101_c0;1000;0;0;0
494;FLUX;rxn10571_c0;rxn10571_c0;cpd00002_c0 + cpd00001_c0 + cpd00254_e0[e] => cpd00067_c0 + cpd00009_c0 + cpd00008_c0 + cpd00254_c0;1000;0;996.114;0
495;FORWARD_FLUX;rxn11040_c0;rxn11040_c0;cpd00003_c0 + cpd00284_c0 <=> cpd00011_c0 + cpd00004_c0 + cpd00171_c0;1000;0;2.53224;0
496;REVERSE_FLUX;rxn11040_c0;rxn11040_c0;cpd00003_c0 + cpd00284_c0 <=> cpd00011_c0 + cpd00004_c0 + cpd00171_c0;1000;0;999.771;0
497;FORWARD_FLUX;rxn03842_c0;rxn03842_c0;cpd00001_c0 + cpd01419_c0 <=> cpd00013_c0 + cpd00465_c0;1000;0;0;0
498;REVERSE_FLUX;rxn03842_c0;rxn03842_c0;cpd00001_c0 + cpd01419_c0 <=> cpd00013_c0 + cpd00465_c0;1000;0;0.16138;0.0158284
499;FORWARD_FLUX;rxn08803_c0;rxn08803_c0;cpd00001_c0 + cpd15313_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0;1000;0;0;0
500;REVERSE_FLUX;rxn08803_c0;rxn08803_c0;cpd00001_c0 + cpd15313_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0;1000;0;0;0
501;FORWARD_FLUX;rxn01053_c0;rxn01053_c0;cpd00001_c0 + cpd00003_c0 + cpd00334_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd00159_c0;1000;0;2.98497;0.298368
502;REVERSE_FLUX;rxn01053_c0;rxn01053_c0;cpd00001_c0 + cpd00003_c0 + cpd00334_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd00159_c0;1000;0;0;0
503;FORWARD_FLUX;rxn07879_c0;rxn07879_c0;cpd02849_c0 <=> cpd00029_c0 + cpd15170_c0;1000;0;0;0
504;REVERSE_FLUX;rxn07879_c0;rxn07879_c0;cpd02849_c0 <=> cpd00029_c0 + cpd15170_c0;1000;0;0;0
505;FORWARD_FLUX;rxn06062_c0;rxn06062_c0;cpd00001_c0 + cpd12064_c0 <=> cpd00067_c0 + cpd00266_c0 + cpd00049_c0;1000;0;0;0
506;REVERSE_FLUX;rxn06062_c0;rxn06062_c0;cpd00001_c0 + cpd12064_c0 <=> cpd00067_c0 + cpd00266_c0 + cpd00049_c0;1000;0;0;0
507;FORWARD_FLUX;rxn03422_c0;rxn03422_c0;cpd00001_c0 + cpd00003_c0 + cpd03526_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd03525_c0;1000;0;0;0
508;REVERSE_FLUX;rxn03422_c0;rxn03422_c0;cpd00001_c0 + cpd00003_c0 + cpd03526_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd03525_c0;1000;0;0.125281;0.0125281
509;FLUX;rxn08089_c0;rxn08089_c0;cpd00067_c0 + cpd15328_c0 + cpd11825_c0 => cpd11493_c0 + cpd15527_c0;1000;0;0;0
510;FORWARD_FLUX;rxn01814_c0;rxn01814_c0;3 cpd00067_c0 + 3 cpd00070_c0 + cpd00422_c0 <=> 4 cpd00010_c0 + 4 cpd00011_c0 + cpd01203_c0;1000;0;0;0
511;REVERSE_FLUX;rxn01814_c0;rxn01814_c0;3 cpd00067_c0 + 3 cpd00070_c0 + cpd00422_c0 <=> 4 cpd00010_c0 + 4 cpd00011_c0 + cpd01203_c0;1000;0;0;0
512;FLUX;rxn10269_c0;rxn10269_c0;cpd00001_c0 + cpd15720_c0 => cpd00067_c0 + cpd00009_c0 + cpd15726_c0;1000;0;0;0
513;FORWARD_FLUX;rxn02508_c0;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;1000;0;0.00755587;0.000755587
514;REVERSE_FLUX;rxn02508_c0;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;1000;0;0;0
515;FORWARD_FLUX;rxn00428_c0;rxn00428_c0;cpd00001_c0 + cpd01530_c0 <=> 2 cpd00067_c0 + cpd00055_c0 + 2 cpd00099_c0;1000;0;0;0
516;REVERSE_FLUX;rxn00428_c0;rxn00428_c0;cpd00001_c0 + cpd01530_c0 <=> 2 cpd00067_c0 + cpd00055_c0 + 2 cpd00099_c0;1000;0;0;0
517;FORWARD_FLUX;rxn10253_c0;rxn10253_c0;cpd00002_c0 + cpd15701_c0 <=> cpd00008_c0 + cpd15677_c0;1000;0;0;0
518;REVERSE_FLUX;rxn10253_c0;rxn10253_c0;cpd00002_c0 + cpd15701_c0 <=> cpd00008_c0 + cpd15677_c0;1000;0;0;0
519;FLUX;rxn02792_c0;rxn02792_c0;cpd00067_c0 + cpd00023_c0 + cpd01651_c0 => cpd00001_c0 + cpd00011_c0 + cpd03646_c0;1000;0;0;0
520;FORWARD_FLUX;rxn00469_c0;rxn00469_c0;cpd00001_c0 + cpd00342_c0 <=> cpd00029_c0 + cpd00064_c0;1000;0;0;0
521;REVERSE_FLUX;rxn00469_c0;rxn00469_c0;cpd00001_c0 + cpd00342_c0 <=> cpd00029_c0 + cpd00064_c0;1000;0;0;0
522;FLUX;rxn10266_c0;rxn10266_c0;cpd00001_c0 + cpd15717_c0 => cpd00067_c0 + cpd00009_c0 + cpd15723_c0;1000;0;0.0162223;0.00162223
523;FORWARD_FLUX;rxn02795_c0;rxn02795_c0;cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0;1000;0;0;0
524;REVERSE_FLUX;rxn02795_c0;rxn02795_c0;cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0;1000;0;0;0
525;FORWARD_FLUX;rxn02939_c0;rxn02939_c0;cpd00003_c0 + cpd02147_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd03606_c0;1000;0;0;0
526;REVERSE_FLUX;rxn02939_c0;rxn02939_c0;cpd00003_c0 + cpd02147_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd03606_c0;1000;0;0;0
527;FORWARD_FLUX;rxn09200_c0;rxn09200_c0;2 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0;1000;0;0;0
528;REVERSE_FLUX;rxn09200_c0;rxn09200_c0;2 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0;1000;0;0;0
529;FORWARD_FLUX;rxn11722_c0;rxn11722_c0;cpd00001_c0 + cpd16345_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd05231_c0;1000;0;0;0
530;REVERSE_FLUX;rxn11722_c0;rxn11722_c0;cpd00001_c0 + cpd16345_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd05231_c0;1000;0;0;0
531;FLUX;rxn01025_c0;rxn01025_c0;cpd00067_c0 + cpd00001_c0 + cpd01587_c0 => cpd00013_c0 + cpd00151_c0;1000;0;0;0
532;FORWARD_FLUX;rxn08851_c0;rxn08851_c0;cpd00001_c0 + cpd15349_c0 <=> cpd00067_c0 + cpd15269_c0 + cpd02090_c0;1000;0;0;0
533;REVERSE_FLUX;rxn08851_c0;rxn08851_c0;cpd00001_c0 + cpd15349_c0 <=> cpd00067_c0 + cpd15269_c0 + cpd02090_c0;1000;0;0;0
534;FLUX;rxn09102_c0;rxn09102_c0;cpd00001_c0 + cpd15543_c0 => cpd00067_c0 + cpd00009_c0 + cpd15536_c0;1000;0;0;0
535;FORWARD_FLUX;rxn01754_c0;rxn01754_c0;cpd00002_c0 + cpd00392_c0 <=> cpd00008_c0 + cpd02203_c0;1000;0;0;0
536;REVERSE_FLUX;rxn01754_c0;rxn01754_c0;cpd00002_c0 + cpd00392_c0 <=> cpd00008_c0 + cpd02203_c0;1000;0;0;0
537;FORWARD_FLUX;rxn01390_c0;rxn01390_c0;cpd00002_c0 + cpd00261_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd03861_c0;1000;0;0;0
538;REVERSE_FLUX;rxn01390_c0;rxn01390_c0;cpd00002_c0 + cpd00261_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd03861_c0;1000;0;0;0
539;FLUX;rxn02475_c0;rxn02475_c0;cpd00067_c0 + cpd00001_c0 + cpd00957_c0 => cpd00013_c0 + cpd00931_c0;1000;0;0.00314498;0.000314498
540;FLUX;rxn00575_c0;rxn00575_c0;cpd00001_c0 + cpd00076_c0 => cpd00027_c0 + cpd00082_c0;1000;0;0;0
541;FORWARD_FLUX;rxn05339_c0;rxn05339_c0;cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0;1000;0;0;0
542;REVERSE_FLUX;rxn05339_c0;rxn05339_c0;cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0;1000;0;0;0
543;FORWARD_FLUX;rxn02614_c0;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> cpd00014_c0 + cpd02518_c0;1000;0;0;0
544;REVERSE_FLUX;rxn02614_c0;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> cpd00014_c0 + cpd02518_c0;1000;0;0;0
545;FORWARD_FLUX;rxn06252_c0;rxn06252_c0;cpd00003_c0 + cpd11734_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd11854_c0;1000;0;1000;0
546;REVERSE_FLUX;rxn06252_c0;rxn06252_c0;cpd00003_c0 + cpd11734_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd11854_c0;1000;0;1000;0
547;FLUX;rxn04132_c0;rxn04132_c0;cpd00001_c0 + cpd08625_c0 => cpd00067_c0 + cpd00011_c0 + cpd01567_c0;1000;0;0;0
548;FORWARD_FLUX;rxn08813_c0;rxn08813_c0;cpd00001_c0 + cpd15321_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0;1000;0;0;0
549;REVERSE_FLUX;rxn08813_c0;rxn08813_c0;cpd00001_c0 + cpd15321_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0;1000;0;0;0
550;FORWARD_FLUX;rxn05602_c0;rxn05602_c0;cpd00067_e0[e] + cpd00159_e0[e] <=> cpd00067_c0 + cpd00159_c0;1000;0;0;0
551;REVERSE_FLUX;rxn05602_c0;rxn05602_c0;cpd00067_e0[e] + cpd00159_e0[e] <=> cpd00067_c0 + cpd00159_c0;1000;0;2.98428;0.298299
552;FORWARD_FLUX;rxn00124_c0;rxn00124_c0;cpd00002_c0 + cpd00215_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00016_c0;1000;0;0;0
553;REVERSE_FLUX;rxn00124_c0;rxn00124_c0;cpd00002_c0 + cpd00215_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00016_c0;1000;0;0.0254025;0.00254025
554;FLUX;rxn10219_c0;rxn10219_c0;cpd15676_c0 + cpd11441_c0 => cpd00067_c0 + cpd00010_c0 + cpd15682_c0;1000;0;0;0
555;FORWARD_FLUX;rxn11801_c0;rxn11801_c0;cpd00001_c0 + cpd16448_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16347_c0;1000;0;0;0
556;REVERSE_FLUX;rxn11801_c0;rxn11801_c0;cpd00001_c0 + cpd16448_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16347_c0;1000;0;0;0
557;FORWARD_FLUX;rxn01439_c0;rxn01439_c0;cpd00002_c0 + cpd00276_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00288_c0;1000;0;0;0
558;REVERSE_FLUX;rxn01439_c0;rxn01439_c0;cpd00002_c0 + cpd00276_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00288_c0;1000;0;0;0
559;FLUX;rxn01476_c0;rxn01476_c0;cpd00001_c0 + cpd00911_c0 => cpd00067_c0 + cpd00284_c0;1000;0;4.93653;0.493649
560;FLUX;rxn00205_c0;rxn00205_c0;2 cpd00042_c0 + cpd00025_c0 => 2 cpd00001_c0 + cpd00111_c0;1000;0;0;0
561;FORWARD_FLUX;rxn02576_c0;rxn02576_c0;cpd00002_c0 + cpd01085_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd01684_c0;1000;0;0;0
562;REVERSE_FLUX;rxn02576_c0;rxn02576_c0;cpd00002_c0 + cpd01085_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd01684_c0;1000;0;0;0
563;FORWARD_FLUX;rxn02789_c0;rxn02789_c0;cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0;0
564;REVERSE_FLUX;rxn02789_c0;rxn02789_c0;cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0;0
565;FORWARD_FLUX;rxn01370_c0;rxn01370_c0;cpd00249_c0 + cpd00241_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00295_c0;1000;0;1000;0
566;REVERSE_FLUX;rxn01370_c0;rxn01370_c0;cpd00249_c0 + cpd00241_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00295_c0;1000;0;1000;0
567;FORWARD_FLUX;rxn02102_c0;rxn02102_c0;cpd00003_c0 + cpd00465_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00596_c0;1000;0;1000;0
568;REVERSE_FLUX;rxn02102_c0;rxn02102_c0;cpd00003_c0 + cpd00465_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00596_c0;1000;0;1000;0
569;FORWARD_FLUX;rxn10257_c0;rxn10257_c0;cpd00002_c0 + cpd15705_c0 <=> cpd00008_c0 + cpd15681_c0;1000;0;0;0
570;REVERSE_FLUX;rxn10257_c0;rxn10257_c0;cpd00002_c0 + cpd15705_c0 <=> cpd00008_c0 + cpd15681_c0;1000;0;0;0
571;FORWARD_FLUX;rxn12510_c0;rxn12510_c0;cpd00002_c0 + cpd00644_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02201_c0;1000;0;0.00314498;0.000314498
572;REVERSE_FLUX;rxn12510_c0;rxn12510_c0;cpd00002_c0 + cpd00644_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02201_c0;1000;0;0;0
573;FORWARD_FLUX;rxn08943_c0;rxn08943_c0;cpd00009_c0 + cpd15494_c0 <=> cpd00089_c0 + cpd01329_c0;1000;0;1000;0
574;REVERSE_FLUX;rxn08943_c0;rxn08943_c0;cpd00009_c0 + cpd15494_c0 <=> cpd00089_c0 + cpd01329_c0;1000;0;1000;0
575;FORWARD_FLUX;rxn05342_c0;rxn05342_c0;cpd00006_c0 + cpd11484_c0 <=> cpd00005_c0 + cpd11491_c0;1000;0;0;0
576;REVERSE_FLUX;rxn05342_c0;rxn05342_c0;cpd00006_c0 + cpd11484_c0 <=> cpd00005_c0 + cpd11491_c0;1000;0;0;0
577;FLUX;rxn00407_c0;rxn00407_c0;cpd00067_c0 + cpd00001_c0 + cpd00052_c0 => cpd00013_c0 + cpd00062_c0;1000;0;498.057;0
578;FLUX;rxn00529_c0;rxn00529_c0;cpd00067_c0 + cpd00069_c0 => cpd00011_c0 + cpd00374_c0;1000;0;0;0
579;FLUX;rxn02405_c0;rxn02405_c0;cpd00875_c0 + cpd00052_c0 => cpd00067_c0 + cpd00012_c0 + cpd02546_c0;1000;0;0.0381037;0.00381037
580;FORWARD_FLUX;rxn01986_c0;rxn01986_c0;cpd00509_c0 <=> cpd00510_c0;1000;0;0;0
581;REVERSE_FLUX;rxn01986_c0;rxn01986_c0;cpd00509_c0 <=> cpd00510_c0;1000;0;0;0
582;FORWARD_FLUX;rxn00602_c0;rxn00602_c0;cpd00891_c0 <=> cpd00078_c0;1000;0;0;0
